Samples	1	2	3	4	5	6	7	8	9	10-11	12-13	14-15	16-17	18-19	20-21	22-23	24-25	26-27	28-29	30-31	32-33	34-35	36-37	38-39	40-41	42-43	44-45	46-47	48-49	50-51	52-53	54-55	56-57	58-59	60-61	62-63	64-65	66-67	68-69	70-71	72-73	74-75	76-77	78-79	80-81	82-83	84-85	86-87	88-89	90-91	92-93	94-95	96-97	98-99	100-101	102-103	104-105	106-107	108-109	110-111	112-113	114-115	116-117	118-119	120-121	122-123	124-125	126
s.723702.92_R1	28.296391816806878	31.118102609457488	32.03913937025011	32.62424205336321	32.868391001611016	36.521560324771386	36.737127021583305	36.746812733669636	37.09528986249661	37.1290292523513	37.15988402841889	37.11221874496387	37.08634319856942	37.14063997860111	37.168926500013015	37.214135396724046	37.22525739311215	37.221985533596104	37.20878041270399	37.210341717704104	37.21351264688894	37.215730622068655	37.207174078325636	37.206838215438204	37.20081741553274	37.20976427699061	37.20069888576475	37.18271515703179	37.16090951389562	37.1349828304854	37.102891648782304	37.066141573516525	37.04359275716638	37.01725462618501	36.991245152513116	36.9771379899291	36.967706978144825	36.960147089678365	36.94393234761395	36.931404969898274	36.91831226765271	36.88745308323411	36.88829536056889	36.871788387489254	36.86366026401053	36.84649234735437	36.82352200990263	36.792248659964415	36.75152854820003	36.732704287680015	36.71676532172079	36.67600161064102	36.658933155936644	36.55498233419264	36.56872916872892	36.569130629185274	36.515170865097296	36.50595260116226	36.49577619486252	36.45762981029339	36.46850618743547	36.44844362701002	36.44082807028707	36.430446881471006	36.384955127112704	36.293938025370956	36.348721580500005	34.829700693989814
s.723702.92_R2	32.35818610057812	32.554922714225675	32.60990856182723	32.59525331159477	32.56828760686293	36.69685014296387	36.66867216665439	36.71322550078889	36.793087006099015	36.77061360103362	36.78835878697525	36.79298039930199	36.77364995644351	36.77397877610967	36.78305142988789	36.78826048720136	36.78872498824556	36.782701427312716	36.782844585011574	36.793460545239775	36.79091901150855	36.78795465029924	36.787912549762396	36.78433582778285	36.79035573852564	36.79229776430081	36.773995945373336	36.7784029371869	36.76778424560491	36.758738667745206	36.75536018889511	36.72113145795951	36.723377900965865	36.73231424927394	36.733150281492016	36.65086080521782	36.69789718378045	36.705257038684714	36.6952683621985	36.6783851624691	36.66011928248208	36.63995477155598	36.655184023489866	36.6470417285739	36.637176914997795	36.62204662698557	36.59901389841619	36.50393555196348	36.536037649133846	36.548412372325174	36.54049535716978	36.502709631438535	36.47087468743344	36.44555818968946	36.43579323073685	36.399108364181046	36.34486353418363	36.316118139470895	36.22832938288758	36.235945255528456	36.22669319912409	36.15757432897763	36.161453896063044	36.12602783615718	36.07274627655941	36.06458237615803	36.14778237390904	34.61903937122593
s.256.Healthy.lessthan5.Oral.Swab.2.2151.72_R1	29.377692220457345	31.25491619765073	32.313395608855316	32.501407582759235	32.910844770760505	36.900543418953255	37.1063029894105	37.27933831128584	37.326504993762704	37.31798924288666	37.338317348395094	37.357576661015415	37.36592016398856	37.36593442882524	37.360524846135895	37.353743699399956	37.36224803840665	37.33546794726861	37.31386634846571	37.310314047511895	37.309019870204246	37.29437879845854	37.27321673733681	37.270440445975815	37.26394832474913	37.2685504398235	37.256055867391865	37.232619124693024	37.20953518751515	37.17325656506682	37.136455701680006	37.10076206018633	37.069768176983416	37.04487666303432	37.006849980737	36.99516791358013	36.979414407741814	36.97590800527689	36.958574210446116	36.93454593866736	36.923316272412244	36.892815544158886	36.88893478321411	36.87213068360099	36.857917339151115	36.84744017906274	36.82037464572426	36.78912850350345	36.747897638755454	36.72504960881342	36.71115899165365	36.67809083194707	36.66020210381383	36.54355412601646	36.55080274085383	36.55792080172773	36.519981466237674	36.50788983737638	36.50851120955507	36.456550495948	36.47068439757048	36.44722702264443	36.44126788299325	36.42768390095135	36.36307086596229	36.28300917145086	36.3065108766216	34.09702357474438
s.256.Healthy.lessthan5.Oral.Swab.2.2151.72_R2	32.731557170969054	32.826753558541824	32.88510672594182	32.848155806252144	32.840023422861826	37.09273712972941	37.01291538312855	37.0694526368194	37.08828792716945	37.08425097838949	37.08490894398128	37.0871196370455	37.07974756945014	37.08004142508571	37.07675338023137	37.07465252640957	37.070036425260454	37.063680014036606	37.06338437529644	37.06647235581638	37.05922974161388	37.05183485027984	37.04463809706921	37.03731133303782	37.039279418951786	37.034441945318044	37.01314823915681	37.009625708277376	36.99845190094185	36.9850256267129	36.9790006527887	36.936353938135746	36.94053586585535	36.948105405167134	36.9394985093994	36.854221157995475	36.895702312189115	36.904352358140024	36.895648490247005	36.873126489021075	36.85827791045475	36.84225323763279	36.851758539281185	36.84364770484408	36.826110182400384	36.815939135142216	36.79678865485813	36.69758960023789	36.732139106837074	36.7416317926356	36.73559757831187	36.70378401399281	36.675496130248426	36.6539507882969	36.64109338879489	36.61319423728634	36.571055239278934	36.54328484710941	36.45830936909499	36.46180373531452	36.45872950572858	36.400580974728044	36.39633600779473	36.360726216212	36.31207631704312	36.30461751564388	36.32709291005348	34.05738383983516
s.723767.126_R1	30.734335066616893	31.80737826884472	32.37858207425283	32.6189181016006	32.985288432692016	36.87613545704156	37.084118060477955	37.10607358669454	37.245727062249706	37.234813327826274	37.295969439379256	37.287598816100605	37.254337868247596	37.277916356292884	37.29104794816623	37.313174518146575	37.31971716756337	37.30674760132915	37.28803679635331	37.28896656500235	37.29641944379814	37.29548005581618	37.28008903136822	37.27645945361488	37.27365360590554	37.28249640347904	37.27382515618177	37.26011887970881	37.23668811481764	37.205432421093576	37.17373345545443	37.146432053884666	37.12395979864309	37.09056340735475	37.067299383836435	37.06139186545808	37.048619232943295	37.048510338521965	37.03173986007401	37.016570591732226	37.00561017776384	36.978215100737096	36.98449681843154	36.96745133625159	36.95851484516779	36.941400826976206	36.91952369337172	36.895641883113186	36.85579413836326	36.83804469456259	36.82362088932186	36.7878669223605	36.7767533998174	36.65551465663938	36.6724372546135	36.68726485376537	36.64852358703979	36.636564553189565	36.63585273827215	36.59300126549944	36.61309251466525	36.590519947303136	36.58354491712322	36.571474310137404	36.52281387177234	36.435145922065566	36.47829838470972	34.763501280634166
s.723767.126_R2	32.734928459217336	32.826981868158626	32.89084221468307	32.875802988846985	32.868635383393546	37.11420432785813	37.045050943386016	37.09493920882189	37.14257895518413	37.12441074070667	37.12084707845828	37.10823162391775	37.095541619546964	37.098929127760975	37.105371675994405	37.10703341575899	37.105116162463325	37.10405022013242	37.10486816403608	37.111567728821385	37.103621558608495	37.102832773307796	37.102155075540686	37.101582798783774	37.107829551494156	37.109215051316795	37.09095728859235	37.096651727614436	37.08694014585943	37.081422373153366	37.077580412295454	37.039155966990435	37.046013486985565	37.06224957895921	37.05885762833421	36.97885971089337	37.023713097965015	37.029222844145295	37.02621818565376	37.01203201797399	36.99936765173707	36.976892108755315	36.99311574574736	36.9864876714064	36.97608231418332	36.969969626926854	36.949668953260975	36.846259940437214	36.886561971876596	36.906670397221454	36.904936182958004	36.87212719240779	36.8463091425199	36.8180148401017	36.81320042096147	36.78419100329591	36.74050817396694	36.71665485478847	36.63067374571767	36.641784012631604	36.641012147049274	36.5857469853581	36.58321503756167	36.550555260562376	36.50682425333878	36.495882664576186	36.542155356411705	34.741323394795344
s.245.Healthy.lessthan5.Oral.Swab.3.2132.106_R1	25.624973822667044	26.32128450008448	29.61271326210669	29.923836309332327	31.87361082430212	35.32555161040036	36.62165082782341	36.96229005961233	37.10960087062757	37.20616638631783	37.23632376745087	37.28842335814584	37.325656501993855	37.349310239807146	37.36206363593449	37.368465212716686	37.375487755022824	37.35275890407513	37.33299089402449	37.33430044415347	37.331137839583114	37.32727890428656	37.31671740165957	37.313467093881115	37.30918751924834	37.31279629575727	37.302586657307096	37.288860147720776	37.26863499072882	37.24739086371274	37.221726968214995	37.1894988144682	37.16870023319387	37.14711260440228	37.123051653927575	37.11262947233953	37.103322392187536	37.09856945270449	37.08618840784219	37.07111916706627	37.0635994118519	37.037224242161045	37.03856353445113	37.023361501412	37.01383078213453	36.9986352369267	36.98189660174981	36.95153708172671	36.91226335541067	36.894099275291055	36.87971262654664	36.84661583185926	36.832089798348406	36.721201132010094	36.7348027602626	36.74674375053435	36.70757595639854	36.7028424042465	36.702568380017325	36.66359827849361	36.67660970564375	36.661059877127634	36.65599803771325	36.64651161279981	36.60067112082464	36.51227141871284	36.54670090341289	34.737455641237325
s.245.Healthy.lessthan5.Oral.Swab.3.2132.106_R2	32.59876149547162	32.72616277024622	32.785800977177736	32.759975956039945	32.746501532729546	36.960223394488814	36.89195728442499	36.95254452789396	36.98276879906143	36.974033543803046	36.96811095070058	36.96632879605046	36.952540518137134	36.94964237525601	36.94746525955794	36.94785174543804	36.94832416769751	36.94455271800456	36.94223079540635	36.947575801263326	36.94341750116693	36.93997867902935	36.93927547165253	36.939351444408786	36.94059421118942	36.943951587668494	36.91810935204825	36.91861387954093	36.9067518721036	36.897885527015745	36.89270083011281	36.85245503636101	36.853404224205434	36.86278752828014	36.861253762258684	36.77494327994316	36.820944459368185	36.82222170249799	36.816696001799656	36.79271518574751	36.7797964132777	36.761056874252866	36.76982344355264	36.76163420247936	36.74586348707301	36.73630420973721	36.71469291434539	36.60718597648293	36.63879165963879	36.657247035215896	36.64935011122849	36.61575676128821	36.582983155602605	36.561414940833366	36.546913824682925	36.51131410086643	36.460424814364174	36.43556746473135	36.35010277913853	36.3527531702707	36.3507661801856	36.29140012771617	36.286943812600896	36.247463279806105	36.193156131169246	36.182442983854926	36.23924192313076	34.329972678289266
s.256.Healthy.lessthan5.Oral.Swab.1.2005.107_R1	30.15897071577363	31.768145705115927	32.37418636065529	32.387480984571184	32.832215817694724	36.58628431397872	36.87463237281398	37.10696303531112	37.260687050443046	37.32586107639909	37.360535659271214	37.34731512662884	37.343287370559956	37.347313062990494	37.34263745761886	37.347903662971376	37.352039061079175	37.331377847388225	37.311129827349355	37.308257775323305	37.30560247189258	37.30200768046251	37.289820290572294	37.282725565827114	37.276047134771744	37.27417888274354	37.26388966072089	37.248314152273494	37.227511326205416	37.20498326175293	37.17683529488207	37.14305897336226	37.121390572707384	37.096063898337114	37.06505803258091	37.05606167309229	37.04200457369892	37.03609771030013	37.02349913529062	37.004032815235405	36.994542371571896	36.96793461162024	36.967099584310155	36.94953042843336	36.938909335961846	36.92917678924404	36.90957626824475	36.87628030451803	36.83904609080514	36.81875415517199	36.808861519728886	36.771401032711395	36.752258817077724	36.64077047326165	36.653969645240544	36.66883337257705	36.62933716711167	36.62342679609583	36.62219386155681	36.577967857633055	36.59596398104188	36.575452993437814	36.56899873592687	36.55726061627453	36.505369014808394	36.41930060842576	36.4455469546847	34.39665992027895
s.256.Healthy.lessthan5.Oral.Swab.1.2005.107_R2	32.65078206567802	32.76155191461703	32.81904953877017	32.786834147116906	32.77754058510937	37.016188643704986	36.936795816698854	36.99716695739559	37.01446796873815	37.00852868443987	37.00503341363328	37.007690115012544	36.99870157206638	36.99647863415367	36.99480282667861	36.99436660015982	36.99225609725249	36.99075416795034	36.991266549380995	36.99369432004182	36.98853988400489	36.98369625853049	36.98615809853741	36.985891237502955	36.987860934203646	36.99091160163225	36.96971134637667	36.969992670064116	36.95951608054017	36.94983256537535	36.945377416399076	36.902700752535054	36.904598553264535	36.91737282273128	36.91625891684135	36.83047440652089	36.88091271137396	36.884031666919185	36.88044652374267	36.861276119841186	36.847477707558156	36.835227125629395	36.84572631839981	36.83909632838016	36.82506605355365	36.821213609434295	36.803649336671356	36.69257219550693	36.733684029621756	36.7510628901922	36.74995899481196	36.719680389858844	36.694211132990304	36.674496548663576	36.662644456038436	36.63474687763714	36.59314527215283	36.56584900888339	36.482783508695626	36.492802090527114	36.49377832266454	36.43811119251245	36.43414937149547	36.40139177851725	36.34827040121961	36.344683438011984	36.382820111584465	34.23732270251158
s.245.Healthy.lessthan5.Oral.Swab.3.2132.22_R1	26.384770429288093	31.12240302695632	31.796157892113534	32.548270316922746	32.8890424985856	36.618219275947425	37.00781922907753	37.1266982688741	37.25917132960998	37.2594489638341	37.2746349000648	37.2936132760751	37.27226298563035	37.27774527781348	37.27216767183372	37.27405383568075	37.26629494285981	37.246732879149974	37.2263269822865	37.2166368920357	37.21352826316402	37.207343796864436	37.20057103659572	37.18880957653792	37.1809192601159	37.176810019178646	37.16409649708042	37.14112581307856	37.10926667975922	37.078429044520114	37.036695023698414	36.995747337951215	36.962061236805866	36.92805180717727	36.88658494724325	36.87042264511841	36.857203573709455	36.84427977325424	36.82290197961928	36.80035453834189	36.78264993238871	36.75028201184137	36.74754759297302	36.724713591211135	36.712316323415756	36.690591752628286	36.66755787638458	36.62717910957959	36.57584603754607	36.549041076479185	36.53348422086025	36.486178825297756	36.47815600497637	36.357095233493425	36.35875250510539	36.36772826715182	36.312295910409226	36.29845934309742	36.295293858757226	36.245443566803154	36.260285524882896	36.23913220101247	36.226771397492094	36.21685565063172	36.15840559746057	36.065111615492725	36.093176755497225	34.03304846674749
s.245.Healthy.lessthan5.Oral.Swab.3.2132.22_R2	32.55687828952833	32.69844113848395	32.77908360593953	32.771632515471005	32.75102374887525	36.9462255299316	36.8808752429846	36.937788947272225	36.984557416069215	36.99037330654053	36.986842761092035	36.99051190504298	36.97477157480253	36.97761830934312	36.97887662634631	36.98305294462793	36.98166215019181	36.97986605351039	36.97954513458046	36.98465666483909	36.97733367961098	36.9710705138463	36.96772290303012	36.965876309670136	36.96880469564951	36.971646706700966	36.9514665927005	36.9516042568572	36.93974641516297	36.93043304104119	36.922143179035054	36.88422812519301	36.88146945716869	36.891896316115094	36.88712880574937	36.809218902525494	36.847523740154465	36.85046357901194	36.848623504264246	36.82902705732898	36.80762461209957	36.7891620162973	36.80033725605285	36.79404843724237	36.77965691891292	36.77216033830091	36.75489425107965	36.652137302919066	36.68541484189088	36.69868793535775	36.690251303997094	36.65746537811465	36.633842927046985	36.60506024533913	36.596993878353075	36.56257729759494	36.51905508601155	36.49368573505393	36.409174291474315	36.419273869626544	36.419818331130564	36.35847851067733	36.35606749621282	36.32665640046449	36.2690825683663	36.260228031381715	36.3082602092188	34.26826008934367
s.719837.116_R1	29.72744211440153	31.602955343695	32.32905000801487	32.34810714212028	32.849906916434286	36.54809952402794	36.83621339546311	37.07912579216257	37.280318817164186	37.33588010392347	37.36681074912829	37.344032653048274	37.33559244158272	37.34433459931215	37.34432348959415	37.350451689391335	37.35926407640947	37.34806825810732	37.32916110519474	37.32832073438411	37.329349970400536	37.330317706192396	37.32477269353189	37.32073760977072	37.31403665261443	37.313824319178465	37.30585866663485	37.293369664631584	37.27311180930639	37.251526241921724	37.226155040139886	37.19629589161478	37.17082417395712	37.14862087522757	37.12326447356169	37.116740736668135	37.10179055521212	37.09934175542614	37.08350460949689	37.074081630147404	37.06370829878871	37.035766291508274	37.03895039776953	37.01958770172672	37.01704364043053	37.001376800242646	36.978755212727435	36.9476775678611	36.91240956665658	36.89726140556161	36.88295756382749	36.84999972806218	36.83248783810157	36.7168118715788	36.737506534214184	36.748154577002175	36.70706378307659	36.70906228695928	36.702796900663174	36.65833598622741	36.667898381751186	36.65385906759872	36.64201424707272	36.632870599621775	36.58793549761456	36.49840397485815	36.53276982084047	34.663992145750406
s.719837.116_R2	32.798389567022554	32.89195085060762	32.952429774679054	32.94380942707184	32.94399194386736	37.185241057073796	37.116441747780826	37.15701126366694	37.204623547205976	37.19653725961348	37.187591952755135	37.18121616495709	37.17399603859199	37.16998424007149	37.1744114626896	37.172938631504934	37.17041236098966	37.16827016929623	37.168058687878826	37.173630211449684	37.1700489145012	37.17185860820627	37.17225444190743	37.170803261885744	37.17378114189661	37.17600412874758	37.15834208174239	37.16104765356227	37.15598223748785	37.15084180387607	37.14891232970818	37.1060741962318	37.11553890530018	37.12866508572586	37.135777674138566	37.051707021067145	37.10802794224621	37.116295796981404	37.106725361391675	37.097127594053305	37.08764953546717	37.073671833832776	37.084105676817174	37.077378108452656	37.07327418239851	37.0659980353899	37.04509450861255	36.941572729248	36.98253431948781	37.01140602040781	37.00475470556562	36.98290223499526	36.956894032831116	36.944521214509024	36.935847945019496	36.90479926971041	36.86361818233604	36.84293243873435	36.76462960011503	36.77762308103709	36.78057285608312	36.73127960163558	36.726579235676375	36.705315910392606	36.66012131561098	36.65028942191368	36.68366684286987	34.812365825802196
s.720699.5_R1	29.70654480003772	29.67242904646173	31.52621497620939	32.30480092518551	32.751368411127004	36.75923914400003	36.89270510451324	37.18694515909253	37.322957968215704	37.32419811246625	37.35073387142251	37.35353448044751	37.340850157479366	37.350539737771655	37.35099410295925	37.35335883571578	37.35302048849573	37.33748563642095	37.32295843043868	37.31620304161208	37.312851462797056	37.31434305634775	37.30637195109367	37.297292337399675	37.2889048754596	37.284689043720505	37.27334961165471	37.26297012128109	37.24649837650567	37.233958791287755	37.21392584156071	37.181846206783746	37.16324072221036	37.14217586821775	37.11845626173706	37.10734332855468	37.094343334618884	37.091862334688415	37.07865204754983	37.06902168002245	37.05624224818165	37.0303067102328	37.031374920756974	37.010888409558895	37.004303863951336	36.99122931193293	36.968747186312584	36.940295348264996	36.90896653992212	36.889445360042465	36.869766060734	36.841148602653405	36.82231474631474	36.711688888724325	36.72874519566685	36.73789040555421	36.698027588468776	36.69045504599591	36.69168334970878	36.64818447213095	36.663452623333534	36.64256783865318	36.6384309468401	36.62867762070295	36.59222781137535	36.50018101329433	36.54324124042984	34.89180336922328
s.720699.5_R2	32.267774091292736	32.43347363341466	32.511499645474984	32.50433796265053	32.491366136989946	36.58130918187457	36.55201441396135	36.587715592352616	36.67938827562171	36.664260641990744	36.655590263365404	36.653921176191076	36.62949777624525	36.632295611932385	36.639347285688	36.640482505322495	36.6425976376708	36.643999559963724	36.64555910029222	36.65374368256745	36.64944685776197	36.654476305987906	36.6549831115729	36.65288200420103	36.659911363923996	36.66142231998068	36.644098147307524	36.65098895289006	36.64005950703878	36.63217812772953	36.63232484343176	36.59382947971261	36.59707628943933	36.60791030135886	36.611623267654316	36.527472172187366	36.57115667143452	36.5829717732969	36.57244386861285	36.556903423782465	36.54367516464157	36.52512712043828	36.54157897205135	36.535954114763896	36.527995665601146	36.51486635022583	36.489736689947435	36.385986594452035	36.41915482452346	36.44674875428585	36.438409999859815	36.40325823848289	36.373316673553724	36.35261268953257	36.35081192634712	36.31153730328366	36.26803868174253	36.241129185321924	36.15220971718317	36.16995961437722	36.164774394193074	36.10089001111282	36.09945922628813	36.072037872457045	36.01819047439349	36.012859636853364	36.093474131884825	34.41094699492849
s.256.Healthy.lessthan5.Oral.Swab.2.2151.108_R1	29.076613846944124	31.58091387137217	32.112084109274484	32.40229284510937	32.7326555656357	36.500611821031825	36.739959664124726	37.048612936371406	37.21818470644189	37.236061174744364	37.25842971640907	37.25094724677336	37.273997838109715	37.30101810731096	37.3155436776547	37.33205212724789	37.33903659744001	37.32451166699275	37.30739163632891	37.30507345131852	37.305492103597324	37.30128614395336	37.285827465398924	37.28110670276217	37.273865594377725	37.27295282118249	37.26019844231402	37.239638994247606	37.21624400119907	37.19072463450485	37.1605423480226	37.124009839917626	37.09951887483942	37.073365065853494	37.03897396195775	37.032316931982315	37.017657284040546	37.009878894632266	36.9946442484667	36.972017761186784	36.96058741755851	36.934283774610115	36.93244415296318	36.91410060445051	36.90319989447243	36.891362815978745	36.87180193702552	36.83572325369814	36.79446688085973	36.771658002562326	36.75398790904521	36.71939739530255	36.697353516750226	36.588221731974656	36.5956228150006	36.6046723454879	36.56698977024644	36.55756009512421	36.558336752002255	36.51298611270417	36.53013872280863	36.51168689344408	36.49961388671673	36.485796313753795	36.430374817664436	36.33945978297036	36.366518170668094	34.22720847598504
s.256.Healthy.lessthan5.Oral.Swab.2.2151.108_R2	32.66344196162829	32.764423866795305	32.822415925999806	32.787455501198124	32.778297622576574	37.021456529191845	36.942453788675145	37.006686438401715	37.02486013862398	37.01939326294578	37.01326121486589	37.0181017118671	37.01016619551622	37.00748158977804	37.005011429351185	37.00431362222847	37.00176587435215	36.999046074307024	36.99874020378464	36.99846856772449	36.99377924626913	36.98989643435278	36.988641243952735	36.98562310250739	36.98729194845164	36.9900082067596	36.965320440775315	36.9632983250975	36.95192969118809	36.94193627822595	36.93475419809623	36.88962246954001	36.88938709111889	36.897946721312564	36.89619912708879	36.81050078946271	36.856538007367426	36.85957983200133	36.854726144483365	36.83047052394154	36.815146398282025	36.80143239108681	36.81141824699008	36.80403250686889	36.78781703252443	36.78107478230818	36.76557524653107	36.654194421243936	36.69240591806002	36.70381268532808	36.69972789625962	36.67104342195864	36.64248536015778	36.62103518815377	36.60338876525031	36.57267019735959	36.52682897039195	36.50038273970232	36.41266126121742	36.417541416524635	36.41466931838799	36.35623471145161	36.35776304727165	36.322871566459405	36.26080811328933	36.25606787969032	36.288778394698014	34.013102058899534
MRSABB_00130.25_R1	27.67924219726903	31.00267577368588	32.12037233686128	32.18679762360405	32.592687278604146	36.16875773004442	36.83323206430943	36.702420121454686	36.966916261685206	37.14027709476396	37.16379687288826	37.13383638484349	37.14360080091494	37.176423321934415	37.205802885428966	37.221626974887926	37.230914953327286	37.223984744909956	37.211788168673685	37.215127775007865	37.214642251556796	37.220010834839115	37.210224476125134	37.20412488764215	37.206977825664296	37.201772446423945	37.18865382938554	37.166295021899316	37.139559744261646	37.115759161385576	37.084006998413074	37.05269280502888	37.02173075499049	36.99605344028749	36.964287092940154	36.94747355511522	36.93086439900613	36.917595099805666	36.89279544697485	36.87998278443988	36.86014929398306	36.82975650256985	36.81844439416857	36.79894354261104	36.79179706034887	36.76804442337181	36.74449524613468	36.70804514864207	36.66305163326928	36.63544669717623	36.61038430163366	36.572878544186146	36.55648623226138	36.43725995843794	36.45456441717163	36.4453129255929	36.398110864178456	36.38262546955761	36.36376232676422	36.32173070490058	36.325662545532715	36.301960366414	36.28463422279701	36.27568788808448	36.207212392055055	36.10162745530444	36.09954814269217	33.41535691462206
MRSABB_00130.25_R2	32.508257305850236	32.70733100660652	32.77382897990103	32.80444251118408	32.76663528273365	36.944821821411416	36.92533160399913	36.95717739947961	37.025851426416786	37.01801888260327	37.03256187158785	37.027324464816864	37.006200503581525	37.011173853738754	37.0170415892006	37.01672812844622	37.021198919241826	37.01271390005372	37.01373662255124	37.02186048043539	37.01705010715588	37.01501204438877	37.01325196517296	37.00981454679521	37.01367967233053	37.01280317813267	37.00127139584134	36.9999430521929	36.98873083196054	36.98708218996025	36.98377108531447	36.944324833806135	36.950527729293796	36.963290472401745	36.97119794429083	36.891600562902205	36.93467258822027	36.944747382453436	36.94227407787669	36.927507718917646	36.91086613908101	36.90351336729006	36.90874861191178	36.90299311563402	36.896936508956536	36.88815668215171	36.86958727336107	36.78333700026325	36.81406940717904	36.83298756177335	36.82562379768717	36.79721553832135	36.770098577893634	36.75479755673936	36.75248645245942	36.7275433211304	36.69259665121496	36.66410278370345	36.58738862734539	36.60559481974495	36.60296074177507	36.548929695294255	36.547884764465316	36.52227861060125	36.4732210233246	36.45934691189174	36.46500930574216	34.07437210552481
NRO.2.12_R1	28.308911776516837	31.170925581876645	32.13208602195453	32.71286047776684	32.93064187992888	36.553881440230725	36.72374090884495	36.722163099190304	37.08912725860794	37.13144616412828	37.13506553795999	37.09225629628646	37.068675541766865	37.126332997582026	37.142764717442006	37.179116046855825	37.18588249590121	37.17470159746107	37.15918409583058	37.15024602248616	37.14724467156971	37.13930056134709	37.12178176394493	37.12069242661352	37.105657904669826	37.10670065911374	37.09088484663879	37.06185067309118	37.03036625985207	36.98962485473268	36.940542699016866	36.895138253353174	36.858148548135325	36.82465532006701	36.7669452077608	36.75941963332303	36.73933983680153	36.71804262379722	36.69600370577386	36.658885676751545	36.641812652423134	36.60747253984947	36.60040796824896	36.58101099002885	36.560049047514966	36.54781655305044	36.51705133737589	36.479095801561336	36.431360964273296	36.396521877297026	36.37675055381818	36.338110879553426	36.32371563250975	36.209546227170506	36.207582341241896	36.213022164246	36.15688558083704	36.14256761561356	36.145577470696935	36.08352181661464	36.10079020704517	36.08328422990084	36.070863347919406	36.05724785611053	35.991032936689564	35.898472252477404	35.926988835468435	33.609246798487646
NRO.2.12_R2	32.45079597743979	32.59121723932677	32.661602549558125	32.63791736720339	32.63898253112187	36.816620924110396	36.728020551397954	36.793425603236884	36.810365696785226	36.83607582979782	36.837147639123984	36.84799246980374	36.838454411079226	36.84671560218311	36.84636624360735	36.85174332777334	36.84936047444414	36.84796209079715	36.8451653235032	36.84869166162723	36.84328467312663	36.837604273566754	36.83580176175817	36.831205256035204	36.82698083894958	36.83064501347658	36.8058119341201	36.806556417052896	36.79277961816196	36.778322676722865	36.77354147072165	36.72706557535582	36.72402524603836	36.72974780268632	36.72793764684565	36.6414773029907	36.68354824745771	36.687515578909135	36.68660409973497	36.656582518828934	36.640295356465984	36.626792420125696	36.63738947287036	36.63136428677404	36.6160866112152	36.609988611887395	36.58939568499813	36.49551118161769	36.52692999338796	36.530571367845546	36.527783620289675	36.49998548361616	36.47364390595189	36.45656800340379	36.43315432310449	36.41247870081996	36.3703323793184	36.34422786696877	36.260838827289575	36.261205923449786	36.25809853395467	36.2001589190722	36.19995371782119	36.171317132717256	36.11460216257733	36.10966792118713	36.15314012994701	33.903916569907516
EBneg5.139_R1	23.3875	24.8875	28.5625	27.8125	31.45	32.625	35.5	34.9625	34.6625	35.28125	35.73125	35.0375	35.475	35.11875000000001	35.4375	35.7	36.0375	35.225	35.0375	35.3375	34.76875	35.66875	35.68125	34.912499999999994	35.325	35.15	35.49602401817592	35.92857142857143	35.45454545454545	35.16883116883117	35.064935064935064	34.350649350649356	34.743598862019915	34.2027027027027	34.506849315068486	34.78873239436619	35.619718309859145	34.30714285714286	34.833333333333336	34.315750213128716	34.746268656716424	35.64925373134328	34.843283582089555	34.779737675260066	34.984848484848484	34.84848484848485	34.182539682539684	34.524590163934434	33.911885245901644	35.04821428571428	34.38392857142857	33.95370370370371	35.115384615384606	34.5	33.18627450980392	33.176470588235304	33.24509803921569	32.617647058823536	34.91627450980393	33.012329931972786	34.46210106382979	32.31914893617021	32.158080808080804	33.01136363636364	33.76136363636364	32.26109936575053	32.59800664451828	30.41025641025641
EBneg5.139_R2	28.6625	27.4125	27.3125	27.3625	27.4375	29.025	28.4	30.8875	30.15	29.61875	29.18125	31.012500000000006	29.9125	29.625	30.0875	29.74375	30.09375	30.1625	29.40625	29.5875	30.3375	29.95625	30.08125	29.5	31.76282051282051	30.311688311688318	31.00833333333333	30.82	30.304054054054056	30.632080710847834	30.06849315068493	29.390410958904113	29.818172926447566	29.514084507042256	29.514285714285712	29.948529411764703	30.64705882352941	30.02307692307692	31.043990384615388	31.1484375	30.201612903225808	30.338709677419356	30.612903225806452	30.556980433632997	29.885245901639344	30.409836065573767	30.983050847457623	31.17857142857143	30.782467532467532	30.920479302832238	31.395714285714284	29.96808510638298	31.23863636363637	30.23863636363637	29.8953488372093	31.055587067498585	31.914634146341466	31.32926829268293	30.91734143049933	31.72830725462305	31.96809309309309	30.722222222222218	32.35606060606061	31.01515151515152	30.84848484848485	31.62121212121212	33.40956439393939	30.344827586206893
