Samples	1	2	3	4	5	6	7	8	9	10-11	12-13	14-15	16-17	18-19	20-21	22-23	24-25	26-27	28-29	30-31	32-33	34-35	36-37	38-39	40-41	42-43	44-45	46-47	48-49	50-51	52-53	54-55	56-57	58-59	60-61	62-63	64-65	66-67	68-69	70-71	72-73	74-75	76-77	78-79	80-81	82-83	84-85	86-87	88-89	90-91	92-93	94-95	96-97	98-99	100-101	102-103	104-105	106-107	108-109	110-111	112-113	114-115	116-117	118-119	120-121	122-123	124-125	126
s.721944.54_R2	32.55759040990487	32.70922285954113	32.76643554141018	32.74692309037493	32.72829200475657	36.95272891018467	36.90066364717404	36.946578588416344	36.984201000279796	36.97829113038613	36.97960093732512	36.97921402839955	36.96574435156687	36.961486167459434	36.96118538402351	36.962672688164524	36.960523485590365	36.96031757134863	36.958491011471736	36.96881120593172	36.96323009932848	36.960450475657524	36.957622344895604	36.952001253748534	36.96265085130877	36.959408126893095	36.94261323263344	36.946059241020095	36.93345550160167	36.92613254495585	36.926926905432175	36.89049648436153	36.891447992643926	36.9093254876818	36.90823646293259	36.82335357639662	36.865582977698814	36.87556005413003	36.87766377646406	36.86007726901831	36.845754116139496	36.82456386505309	36.83974024256528	36.829988859664944	36.82159085830885	36.80754924988602	36.79142406307735	36.68789593609525	36.72396079718264	36.74527868390429	36.735398561348134	36.702122796523646	36.678698213729184	36.65044361877834	36.64178674273775	36.609614074513935	36.56888699157048	36.54213801820167	36.456430494210295	36.45544964470877	36.45521534959754	36.39405348222896	36.39712227436684	36.364617553188246	36.319528785563776	36.30958562970942	36.37821315907649	34.735025759280525
NRO.1.59_R1	25.56521027042787	28.274064917654584	27.64460623225862	30.78517761322892	32.297508776710465	36.51468550326749	36.654851669534004	37.05009907993672	37.252091550285094	37.269937587052326	37.35033987912742	37.32557907228423	37.35903364058585	37.36659541288485	37.368290396340925	37.373337225465285	37.37032988289013	37.34344558157135	37.318783254608256	37.3184267503828	37.30593851325737	37.29706826455861	37.28271134237539	37.27838282348054	37.27208155484404	37.2624049964618	37.252742374787566	37.23716388404912	37.21417412202129	37.19224159766867	37.170526398852274	37.13146329037157	37.105659379510705	37.085135227331754	37.044880699118316	37.03978034516839	37.027357862190826	37.01900530044584	37.00781173659673	36.98123558970869	36.973061530668055	36.950199309639565	36.950068401297905	36.932589617474065	36.916414977961715	36.90760900362755	36.890471142654704	36.85602357478344	36.81464549813136	36.794564418038476	36.782632523416424	36.75334439327639	36.7380759240024	36.627894278744286	36.629008588898145	36.64439224025169	36.60472494075627	36.59741441481582	36.594218729156864	36.54462134539357	36.5672857873357	36.550741647404884	36.54307703352799	36.52967674946563	36.478183399019116	36.39631966868613	36.414087760402644	34.31662864385298
NRO.1.59_R2	32.42849195888836	32.55855105387591	32.610799748399785	32.568704011837355	32.56055524297705	36.72518818834436	36.63282465004345	36.69272653725681	36.70885817697153	36.70882852711515	36.70959871743193	36.71050374400032	36.70512829563447	36.705700114293144	36.70025971862286	36.700716820575316	36.69756617036101	36.692691945757716	36.69182256961186	36.69544938240056	36.687321086060116	36.67634146186499	36.67563287881501	36.66620326792713	36.6690583793156	36.668446261299785	36.637953802396154	36.63763099280008	36.620684833992186	36.60569147874185	36.59487999891633	36.54846909492685	36.55151073612493	36.556272819484704	36.54648762684565	36.4612397497913	36.498598789643545	36.50098044887934	36.49019321016432	36.4668616108042	36.44561212439176	36.43075772258618	36.43951902817079	36.43041243452293	36.410843203092156	36.39857758627322	36.371250033381756	36.2659079447876	36.30476365710626	36.307056170758706	36.29793600664803	36.26457781383226	36.232078198562974	36.205772370435696	36.18843196892243	36.15686031264981	36.10694880629619	36.07795733196431	35.987369732609494	35.98830562005924	35.982360877493406	35.921949118670504	35.91488107904696	35.87635473633164	35.806440137329275	35.814671668705756	35.85356011893673	33.54477104801443
s.256.Healthy.lessthan5.Oral.Swab.1.2005.23_R1	28.8053296891563	27.7247359750407	31.242290695873574	31.57439762347445	32.498755004256985	36.77030129458694	37.06443725630703	37.09955231509827	37.269272959398606	37.285690212319324	37.3064446885665	37.3258594803838	37.31203252476149	37.31700689060808	37.31065512534615	37.31219662507051	37.30541595215493	37.28144727645646	37.26559815565697	37.261089610002976	37.250308340067185	37.24544069960496	37.229383607861855	37.216820535006384	37.20451946754589	37.19692100598256	37.18186503874392	37.16409663981826	37.14134686545109	37.11851005757786	37.08640135056471	37.046751188211225	37.01802078863591	36.994264013819425	36.95532533094542	36.93869580625285	36.92558002407189	36.916510042333705	36.89884866773467	36.87491864835458	36.85838609825818	36.829883070906384	36.829002064100436	36.804685265463185	36.79626063324772	36.784793026226566	36.75739408973287	36.722394440459354	36.68162467793108	36.65037515039042	36.64004837151994	36.595917210982776	36.58038144469954	36.473868381482724	36.48210420567481	36.47920848385242	36.43687801948789	36.426715280566725	36.42454542619927	36.374324479965495	36.391729490271565	36.37288188145767	36.35781084146251	36.34702993334279	36.292217415279104	36.19474941831231	36.23149075967829	34.08054070853508
s.256.Healthy.lessthan5.Oral.Swab.1.2005.23_R2	32.407170180446144	32.52534166165806	32.605009352513946	32.56885031082765	32.55259354720673	36.705176341630356	36.61875606348636	36.66976437763453	36.74268911056028	36.719880371275956	36.72284500986608	36.72667147599602	36.71461832835951	36.722055402511174	36.72201247162349	36.72271180374727	36.72054279086077	36.72406593221413	36.72832531823022	36.729802221011425	36.72753330353582	36.72319166675359	36.72632723776884	36.723949802367464	36.730193735766505	36.730911111012006	36.71009564321102	36.704505214626096	36.6924968670618	36.685049757807754	36.67783227069849	36.63464964765788	36.633971168197505	36.641471076417325	36.64088291215866	36.5559880066549	36.59357569874784	36.59833660890987	36.598896954523646	36.572937086093866	36.55402569210554	36.542063575065534	36.55539244980325	36.54533432979985	36.53124754267858	36.52294939150884	36.50462188624958	36.405554429085505	36.44234236768594	36.449767465077755	36.4446309789597	36.41306047683607	36.389351696616714	36.3566991229833	36.34956658625567	36.31993114431097	36.27423060146703	36.25048576410008	36.16414350923322	36.16964823953491	36.166535378715295	36.10253772888897	36.09905424405866	36.06811727272985	36.01672067604398	36.01165823827196	36.054737016503246	33.87264658568945
s.109.Healthy.greaterthan5.Oral.Swab.3.1064.85_R1	29.524295881397	29.225819209957965	31.328827941817988	32.21610192996513	32.695322389026714	36.68903396833149	36.79266076632491	37.14801376705443	37.27666637785594	37.288925806758144	37.33078361501317	37.33713119442453	37.337174935005024	37.34178319788557	37.33683238425212	37.33828210797421	37.33515289679117	37.312989410589815	37.29431846728984	37.2842900593749	37.279500549606254	37.27226885742732	37.257694033743896	37.24805145197926	37.2387661902434	37.232255564403296	37.21651004044014	37.19599906679371	37.174357669481495	37.152411039474345	37.12621376214209	37.087567227263754	37.06062466820387	37.036000352279174	36.996180174314325	36.986592445323346	36.97257742113726	36.96191098538503	36.94396153326432	36.91794084608747	36.90637782695418	36.87933443830745	36.874017886343616	36.8552645371241	36.83639953238221	36.82512249389656	36.802752068616364	36.76730640608193	36.72472587736305	36.69637816680542	36.6829568207403	36.64937441238031	36.63099279316197	36.51584746368718	36.52032763953902	36.53145052561522	36.485683526346065	36.47833454228114	36.47609240658788	36.423650390260256	36.440921582503	36.420736949242055	36.4121978287711	36.398606399539865	36.340840857781465	36.256750565852634	36.27846207586804	34.19450856151468
s.109.Healthy.greaterthan5.Oral.Swab.3.1064.85_R2	32.56235471130463	32.68341757724444	32.74361131952595	32.70537266723189	32.698628406004424	36.90382334570528	36.831593737488475	36.89733314853915	36.91121148168451	36.9115783327599	36.9163773112749	36.922329214400726	36.912956077250904	36.912969735708025	36.911072467081034	36.91379150557927	36.910208464925155	36.904025792529886	36.90541091091184	36.90760707350546	36.90094710925878	36.89610028424674	36.89202524886052	36.88894390554522	36.88680113082124	36.88538928675121	36.86054626920893	36.860430202073566	36.84781619126609	36.83492509336523	36.825413659810046	36.78387407120681	36.782423554883216	36.79012277931132	36.78456423245484	36.7008094617596	36.74213361468392	36.74416414771545	36.73889835711357	36.71612640719246	36.695559061930695	36.67838533623485	36.68806281530966	36.67700953248371	36.66497747969385	36.65460683274528	36.63180926776193	36.52425389880504	36.56027806732523	36.56968278676331	36.565343253948576	36.53176634342931	36.50127017380175	36.477155155999434	36.46406664477014	36.43028198542051	36.382104664644366	36.35366742679349	36.26798285582261	36.273792849076365	36.268184859061044	36.20678160287968	36.20117966557285	36.160266456569	36.102752370085774	36.10164329174779	36.14111578461585	33.96447607065105
NRO.1.96_R1	29.85020931495061	31.456289180048003	32.39415848966659	32.59622064531457	32.97011878657305	36.955702192747744	37.12765000388874	37.2820889937753	37.33032584566607	37.325408811310076	37.34318297636225	37.36253982091664	37.36906391196661	37.37120010849785	37.36365411009127	37.358132869624974	37.363590555269866	37.33828828776539	37.3142166815058	37.30947057769689	37.305720746499254	37.295114152971905	37.274652639077395	37.270684703196224	37.26783383439476	37.27031052649542	37.256736902448935	37.23766626666897	37.212177821220386	37.176268833400094	37.14270902876674	37.107130695468435	37.079647886943604	37.055787894681956	37.01815018776461	37.01032695811574	36.99640364135089	36.98610797290756	36.972502804458436	36.944286687483924	36.94148776885813	36.914987213614616	36.910419444802706	36.89422605309755	36.87541179368046	36.867521267555155	36.845857216574046	36.81255703281228	36.77403852720649	36.748276260008886	36.73850402105215	36.70307451009503	36.685568490165075	36.57959649912583	36.5812753694422	36.59445667624362	36.5518905103097	36.541956050716344	36.54483596649802	36.49087668279393	36.513168714592084	36.49179875241517	36.48581426260732	36.47342749379914	36.41226912232421	36.332203977340015	36.35614290467093	34.249155888081546
NRO.1.96_R2	32.5388615000176	32.66615513257904	32.723882837799195	32.687081597425774	32.67310998408518	36.852060627236746	36.77236887876139	36.826989652849434	36.85881059425015	36.85894631329799	36.85976672188294	36.87064842943171	36.86439548627274	36.869861491118	36.867897289217574	36.873267816728394	36.867689019003755	36.862907606960725	36.863878438296496	36.86522285976962	36.85887811520196	36.85445500918401	36.84919955768283	36.84366519011986	36.84150011985885	36.84030899876029	36.819378884951426	36.81756794287564	36.80506301772253	36.79407130168703	36.78644561418291	36.74424434355537	36.74378502478866	36.753198060929336	36.74760060108578	36.664860935508635	36.706817871453474	36.708353344950865	36.70415360651607	36.67797187254053	36.66448405166415	36.64810730117573	36.6556942039449	36.64876838488189	36.62990477374302	36.627641210970545	36.606987010779854	36.50363890190853	36.540032367213705	36.54212950710581	36.54099612335554	36.504798602800456	36.47846528490144	36.46000390680337	36.43803896942532	36.41310030857039	36.36805593796848	36.340290884551415	36.260425764998715	36.256244828944496	36.25700623788677	36.19587718528469	36.194034083701844	36.15970143134755	36.09782016729105	36.097442866892244	36.134696475079735	33.931318975266
s.245.Healthy.lessthan5.Oral.Swab.3.2132.70_R1	26.49836527117064	31.13818919169925	31.700814526642386	32.51839650386453	32.87538309926011	36.68708486831017	37.095212420155406	37.1980128714472	37.30074968784505	37.312198379202044	37.334930225198725	37.349443710636656	37.33905230444309	37.34587499699024	37.341258887386864	37.33876508748938	37.33713250848753	37.31925626287747	37.29729964467651	37.29218950471415	37.292642258385186	37.28910794197874	37.27562238745657	37.27091234481093	37.2641238996694	37.26805938938538	37.25229173429479	37.2317165353729	37.21172979967717	37.183149991308206	37.15223816061914	37.114285318347775	37.093882189344654	37.063357161824335	37.03139785238965	37.018517931492156	37.00280309970781	36.99586421258158	36.97739815632843	36.957283762891386	36.94826975139805	36.91866312623127	36.920108965064074	36.89563174001977	36.88378143850807	36.87138337370162	36.84468746343269	36.809579385173116	36.7627760224749	36.740206556074725	36.726580807152416	36.68397932363878	36.66964420908935	36.55493129753352	36.55982559315818	36.57142818427394	36.52105074176133	36.51939272110236	36.51280869630506	36.46391388253654	36.478232457593045	36.46348623238971	36.462596420874036	36.43476365414725	36.38077732209458	36.288128705334685	36.32578216256045	34.397466913831074
s.245.Healthy.lessthan5.Oral.Swab.3.2132.70_R2	32.757389387075584	32.85763670323093	32.92337842811493	32.89256882027786	32.89289215433354	37.16632613399101	37.08836220981628	37.146576958664845	37.175849009875456	37.165840272976496	37.165068054939276	37.168661276619154	37.15939466017247	37.16378933754356	37.160430447060925	37.155122952934256	37.15525366244613	37.15456313785381	37.1537784508171	37.157534629421335	37.14867476033723	37.141333959363095	37.14028503679855	37.142740494321316	37.148109664675374	37.14503062698434	37.12716731832118	37.1262183532816	37.113757997733366	37.10667508786375	37.104763404659984	37.05826613583793	37.06289360992717	37.07840883820615	37.07954489488846	36.99441583538268	37.04306330480832	37.0445901951977	37.035928746155065	37.02405056661861	37.01091637901683	36.98622056778743	37.00119480133006	36.99548806178795	36.98228178813408	36.97570588902371	36.961521775285284	36.85705716828046	36.88821395527536	36.90474813351298	36.89840031676282	36.86301152845182	36.833058655589674	36.81110901950159	36.80371455897957	36.77796198852798	36.73257119972409	36.70104025762552	36.617843206684796	36.62574936343013	36.622803319652704	36.57672051486735	36.556961999622814	36.53106310779137	36.484061756193725	36.47404601995153	36.50846170061328	34.50099745670511
s.245.Healthy.lessthan5.Oral.Swab.2.2134.69_R1	29.59685038418789	29.509571904922986	31.423874360549807	32.24018387860629	32.70040593437394	36.67221144486403	36.80359818019896	37.20834599001733	37.33450839138149	37.36107016865607	37.39580370518671	37.4020704896756	37.401909548432535	37.40370665373384	37.401226518974674	37.40748639981774	37.40817244962064	37.39085551704854	37.374546516765506	37.371068373708155	37.37321066130024	37.3699542978647	37.362575441443255	37.35856576852633	37.35188183909017	37.35229551338777	37.34409861259326	37.334267564393656	37.32138122987094	37.3118439369718	37.291156338845134	37.26575658053362	37.24804357558227	37.2289732294661	37.20350861330832	37.202664346850405	37.19412836089083	37.189304384560025	37.17851283176978	37.16838065220468	37.159299183871106	37.140784110075565	37.13628541874763	37.128496708401954	37.119642246398094	37.10846602124945	37.092753206174564	37.06912203103451	37.034161987322214	37.01620984393621	37.012200450731505	36.976749844408886	36.96380980910051	36.85327187693606	36.87600187187772	36.891093118969096	36.858096380116116	36.85370187319786	36.852644104319594	36.822981502050894	36.84004835433435	36.82071473467707	36.81676105747289	36.815674935099686	36.781057911009256	36.696237881426136	36.73378793584731	35.11386288723049
s.245.Healthy.lessthan5.Oral.Swab.2.2134.69_R2	32.59281520320881	32.7205300619257	32.77883480265928	32.74071287046689	32.738517511097605	36.93533872738193	36.8577883480266	36.91744534038426	36.95172711959186	36.93216002996182	36.934470162442786	36.93877156526362	36.926619422717145	36.92322282897598	36.92967860076906	36.9282965771724	36.928590845075284	36.92460614700622	36.92553727623558	36.9297006061401	36.92513815921188	36.92640584117473	36.91758833434892	36.91902444997563	36.92315365230772	36.92279703788846	36.90449563054547	36.90586933516538	36.89711428813421	36.8940961967672	36.88505310102886	36.841607418747046	36.84692516589504	36.859144763264105	36.86382890954319	36.774365041402056	36.81954366570302	36.82553068922235	36.82206251839267	36.80495376170248	36.788000676511714	36.77170373037836	36.78126960028285	36.774064916309314	36.76073208708887	36.759240168503105	36.72897887217137	36.623220274074995	36.66381529014202	36.68965134637109	36.67741716925725	36.6477355323302	36.61998592932752	36.596222873351934	36.58922395215357	36.553165490364606	36.50643531718653	36.478688934653526	36.389490210042624	36.41060500540461	36.41164122036013	36.344751728241015	36.33430112651261	36.301182979895295	36.25014536619585	36.245723854034544	36.318796541767476	34.64259630762973
s.109.Healthy.greaterthan5.Oral.Swab.1.820.17_R1	26.334997664202913	28.530637871781035	28.06817358774811	31.031250792179247	32.36155151247388	36.59797672894252	36.74543795290018	37.064245284043785	37.26497354573998	37.26863522454435	37.337035149219396	37.31914095177394	37.34376097734096	37.352308817724534	37.35089330658333	37.35574053821111	37.350243266929105	37.31934510768205	37.297358285923295	37.29160434856611	37.28360741226275	37.27113036282715	37.253585787228104	37.24555979249755	37.233818399116565	37.22354137992842	37.209118181984856	37.18897306382669	37.16124794000913	37.134965118268696	37.10679938428112	37.070602999167946	37.03629660619104	37.0111259124307	36.97422967778441	36.960869998480746	36.94305594969671	36.9276177049066	36.91015912457303	36.88534337435804	36.874035947249496	36.84234408521061	36.83721832187395	36.81713422986214	36.797532762944414	36.788932968720104	36.76929374734567	36.738061848324186	36.697269673986	36.65983193399582	36.65031508745289	36.61800671817707	36.59941507093282	36.485399162811454	36.49164270942888	36.49565160914454	36.451077596647465	36.44160683005984	36.44273468081758	36.39489882776087	36.41361304550235	36.39285820289535	36.390808272478814	36.37590956027607	36.315277037038285	36.224303218513825	36.25562781214352	34.040636560324046
s.109.Healthy.greaterthan5.Oral.Swab.1.820.17_R2	32.107663044068715	32.26337741773106	32.34556578799654	32.299133220104515	32.29239471711506	36.35214676048483	36.263101286680154	36.340081191582435	36.39087844077396	36.38591079790104	36.39415534680249	36.40199429993083	36.39060774180932	36.39617381951712	36.399119368284595	36.405705772859115	36.39736706779605	36.39248769632465	36.38976078902864	36.38652100225613	36.38191776183561	36.37103729308278	36.365267327945396	36.36151305090114	36.36029387674618	36.361407518953435	36.335522306500934	36.33514735789725	36.319524302337655	36.308092560699656	36.29190634200914	36.257309999953144	36.25080314586323	36.25623384193576	36.24943105326626	36.16782102998157	36.206619247119384	36.20759331491092	36.20634121806781	36.177658437452	36.15343231033404	36.13755610443947	36.15414624797	36.145101277009566	36.131373735623924	36.118979373714936	36.094235636983655	35.996579126116146	36.028782177670216	36.03513041880794	36.029789286894214	35.989009145584546	35.957019132074386	35.93664652689507	35.924201675216345	35.88757327654422	35.84092832331165	35.81482413676681	35.722975745128736	35.73945826825333	35.732904434924095	35.665434982884705	35.66740255448404	35.62256527438936	35.567792488962596	35.559579269375384	35.618484374584824	33.375342024982906
Vibriolambda3.113_R1	28.30888146625557	29.579263512267108	30.509953026589717	31.70671100482252	32.24696616333307	36.55297026115372	36.784582773341775	37.24519560176035	37.376913853532564	37.38954248688961	37.391034699712755	37.405132487416665	37.40666258202229	37.405003195246	37.40564718554826	37.413289423406326	37.41636196537276	37.394043007352366	37.382161303923894	37.385529488497106	37.3856373692255	37.38570901520542	37.37854217951606	37.38071848587959	37.37657260103949	37.37689415199404	37.361562402791044	37.35404353523718	37.33266260814393	37.31532852612196	37.29057030906184	37.27096385224112	37.251383419018325	37.23083284449852	37.211796117786356	37.20669726235187	37.19007108109018	37.195877277584856	37.19240686851288	37.18242933358073	37.169721345901955	37.14681983612042	37.157618382723605	37.144517727359464	37.14220373507321	37.125338549022395	37.102875672244906	37.09089393798625	37.05650226744629	37.04444405580017	37.032822490591506	36.997523920223976	36.971751226516105	36.88295917060451	36.901800056333755	36.91373926757039	36.88593302647908	36.883729072951546	36.878904800765575	36.84634207284461	36.86620088284522	36.85287060343725	36.847890940038546	36.83860981948256	36.81130848045853	36.717112943242476	36.763737778143906	35.195263406595224
Vibriolambda3.113_R2	32.683242417055375	32.7796367301763	32.859463528078635	32.84422681634912	32.838223377342075	37.036733799773366	36.974202506126964	37.030081429362006	37.08909630537328	37.06286399451867	37.04911373099323	37.046737060900725	37.03118000105409	37.02786863915461	37.030679302711675	37.030243662213074	37.028180752101605	37.02780852241284	37.0311248254144	37.04205371966163	37.03749884707618	37.03473512398873	37.03273085714601	37.039462054229666	37.04368599683852	37.048282627539784	37.030361664998864	37.032163123141935	37.0177835039737	37.01628819751159	37.017561395580394	36.97920374185646	36.98778395972907	37.003682813063534	37.006390814139706	36.921872515215725	36.97346163821038	36.983388026482686	36.971595791768024	36.96221999113149	36.95131841508826	36.929062848720754	36.945888157462406	36.93970382409553	36.929794939457004	36.916886839792475	36.903609251603726	36.79418153928935	36.83170522866199	36.8498168305688	36.8535339801038	36.821772149304735	36.78957633992229	36.774991941319115	36.76807829618244	36.73529979052744	36.70515152706462	36.67286275946513	36.58708853752	36.599465940570475	36.59909161560297	36.54499416654861	36.53664685779928	36.51280095909418	36.46095600771399	36.455580670616406	36.510933061444774	34.861447109047155
s.718742.82_R1	26.82515807370237	30.324314124134997	31.73952196953681	31.872624215231234	32.33356059576304	35.68179986934967	36.63826735205415	36.572220819304576	36.97491532122092	37.15072009563432	37.17792669160417	37.15395214172339	37.16485306747516	37.193977535384974	37.225595804461435	37.243396834874616	37.259856075991976	37.24342107483674	37.23045959888693	37.23535008795425	37.24191405491303	37.240530382644685	37.23229042573211	37.2276581697595	37.22543321603186	37.224200964008986	37.21230746232549	37.1946911765812	37.172249792322546	37.14456707345579	37.11241389255933	37.077019295167354	37.05504889295994	37.02823929765533	36.999475189709294	36.99033995264389	36.9771450787647	36.971724271174224	36.9599541364425	36.94778419733174	36.93481677320009	36.903603889225344	36.90809174628528	36.89140931773407	36.88218530378502	36.86742384827254	36.8406560397424	36.81223559619743	36.769496280424384	36.75072040164507	36.73583420150853	36.697268914469696	36.68280916773485	36.564425206784655	36.57744407250072	36.57666266444237	36.527546932235715	36.51518666630141	36.51076638937173	36.46893365026556	36.48004753818123	36.458425078721696	36.45500240975193	36.43993978852953	36.391353127286436	36.289263364547466	36.35051956843155	34.77026415478097
s.718742.82_R2	32.567690094232084	32.717260786092766	32.77681499784755	32.75714073998161	32.741879075727184	36.94720843084293	36.89726797216761	36.94619894381269	36.98328608586286	36.97356647472093	36.976612885657026	36.97219246775394	36.95653958892093	36.95121477496264	36.95190653438807	36.953758590228354	36.9504134754552	36.94264778936148	36.94441684634411	36.949554797809576	36.94855129406112	36.9429805518795	36.94026083766341	36.93669782028399	36.93979363344039	36.9393769127431	36.92009778420399	36.92092960885185	36.90828596229592	36.90368917421611	36.898557247316774	36.85796503125664	36.86205052059268	36.871311528291905	36.87002678652848	36.78638527853454	36.83466862775728	36.8369066698906	36.82919455692323	36.812075823743854	36.79230809847002	36.77482211194491	36.785223527204145	36.77800949573111	36.765328274248255	36.75255907120291	36.72908073007663	36.626714975529204	36.65997843934512	36.678774177333075	36.666891255284646	36.63229012156596	36.598240136814155	36.572259341141894	36.562430833309605	36.52317328799189	36.47548540533097	36.44433965809893	36.35287698326878	36.361586301114286	36.353045827984936	36.286695917089844	36.284688360536954	36.24097926705248	36.18949673555041	36.18164076695732	36.25362905658578	34.6077965361295
s.721944.91_R1	26.87607495031341	30.35305668093564	31.69499837563064	31.748651833148603	32.302954142619626	35.651625623471176	36.52458829402997	36.3961463628459	36.75755809509249	36.96722849741057	37.00563990597768	36.965471849440064	36.98015582001987	37.01747928929064	37.05956210107399	37.084480195832064	37.10378719925279	37.08863413230011	37.076987941446255	37.07898197427763	37.08587972142065	37.08803589259097	37.08076912032904	37.078730346629776	37.07689139792676	37.077023511163354	37.064231845523246	37.039814457656064	37.012135728969824	36.98418675097598	36.943503364843735	36.904889182579375	36.8760039803089	36.84409698589608	36.81012159153604	36.798778926067314	36.785920409002536	36.777663733213856	36.760297180463695	36.74566873894628	36.733975671303504	36.70132500558609	36.701652853429366	36.68053527804649	36.67290178933021	36.65402875114281	36.62797161830756	36.594654956943295	36.548075011508864	36.5235505235796	36.50134187873439	36.46113435567524	36.447385241846774	36.324254461136825	36.334685754114155	36.32967572853606	36.27311271353349	36.261099052445225	36.25283902201471	36.20526034120587	36.221574812855216	36.193925178127984	36.18534226759812	36.16977880634208	36.12077413683525	36.02463117530015	36.09247292689342	34.60268525108739
s.721944.91_R2	32.19728861699281	32.41567104370509	32.480563405347034	32.46241794545941	32.40520371502829	36.49959271327014	36.496971028894656	36.53399500506421	36.65536197160221	36.62561660344365	36.652377939391904	36.65991289319294	36.63036161328543	36.62784593095475	36.63731489952798	36.64521055887862	36.64438434012384	36.6384915222252	36.63729982036385	36.64318711421228	36.63940642438082	36.63798734066848	36.63651031437024	36.62979040285957	36.63621048497525	36.637088320908944	36.61564476929963	36.61886287708212	36.606964402932405	36.596756881694496	36.59078837755568	36.55865596868777	36.561218181235546	36.566237511006726	36.56413441633221	36.47788695489875	36.522166328792586	36.525696045824674	36.51749831004283	36.49988150843134	36.474316700531375	36.45549101923728	36.47029681953397	36.459253696052706	36.448133532855394	36.42953579098701	36.4036975034573	36.299836119085676	36.33243893806386	36.344418415311004	36.33243626585647	36.29086711756759	36.252610265338966	36.22222907567864	36.21515041323471	36.17326795093855	36.12080680831461	36.08453549312237	35.99143963184944	35.999863053811744	35.988109456641936	35.90900441506145	35.91136397267979	35.86335242891303	35.81385105386133	35.802175967379206	35.8990210646901	34.42509181829659
s.109.Healthy.greaterthan5.Oral.Swab.3.1064.19_R1	27.925147099713485	30.68143650836141	31.85793803073767	31.96562175642325	32.42574378830766	35.92473952081848	36.733159306355994	36.687677128433975	37.017019009410575	37.183445043339795	37.207749957256034	37.195083493227465	37.2025399418682	37.23348269257672	37.25302661870131	37.2644871845797	37.274205177979	37.25563313754578	37.240394695257066	37.23656716675676	37.23220296392754	37.222810083778185	37.206061338251814	37.200224078246066	37.190015677138426	37.18816757856385	37.16954314834359	37.14540951293212	37.11407469332587	37.082172077470105	37.04468624452005	37.00146679946799	36.97107242480811	36.94443218403556	36.899715623566564	36.891647624966566	36.87211708877378	36.856274369206595	36.8391755999112	36.81722260476634	36.799958981128285	36.76986315237645	36.766383485804575	36.743814130373494	36.726060788528606	36.71444643265407	36.688457718015044	36.649426195461004	36.60775154276343	36.578747190285625	36.56181948431056	36.517365048806745	36.50925205571693	36.39624064432928	36.391328764152405	36.395803091592796	36.34651666360765	36.340905790510384	36.34222514819791	36.288893858832274	36.30582475323704	36.282935795264784	36.280225944282535	36.265711598767936	36.20558285665537	36.10613064749714	36.13758791933321	33.952597511363614
s.109.Healthy.greaterthan5.Oral.Swab.3.1064.19_R2	32.31139632039155	32.44600356804236	32.52784748259586	32.491748254405216	32.484156233971014	36.60769322434628	36.530524377880894	36.59804776617406	36.63574276936043	36.645159396161496	36.6422299228536	36.64699350118906	36.63235649682485	36.641268399337505	36.64368667199743	36.65077828571626	36.642637933505924	36.63525229306305	36.63739380929107	36.63767229275217	36.63360859300657	36.6297737246321	36.62517569323745	36.622150623611155	36.621722852469865	36.62293153267156	36.595857565616704	36.5920458372735	36.57663823943608	36.565962630689356	36.55533983699237	36.51980090081798	36.51210338661379	36.51946046786266	36.50996129330075	36.43165662868421	36.467579576084475	36.474163744708335	36.466791024405325	36.44012054164086	36.4183496016926	36.40314169381814	36.41372156197974	36.40373200108225	36.39260489145317	36.38211243203507	36.3629550450214	36.25372932883665	36.28488621538149	36.29495704230256	36.286301206950576	36.25097674019915	36.22263655975887	36.19813246084672	36.179390118113524	36.151468385617825	36.09975483930867	36.07647353962381	35.985365299334205	35.989772076935175	35.993152180935915	35.92718462577457	35.92201186940859	35.88668775527096	35.82271875752693	35.81490761162169	35.87776766183884	33.646777240693524
MRSABB_00131.141_R1	28.79605917006352	31.696347353224358	32.27405764327999	32.523152708268015	32.861884813157374	36.5720906630207	36.806847480087	37.07475921028285	37.284755099711816	37.28144171354306	37.310583557051075	37.27860364677453	37.29456894956628	37.323936265097494	37.34578987780193	37.36764626043293	37.374365548318046	37.366951562847966	37.3556375207606	37.35669341677091	37.357324960029956	37.364387718810356	37.35413810443588	37.347743410984585	37.34325964832307	37.344761546845476	37.33619359312874	37.321719739892266	37.299077763559104	37.28331265714657	37.25557242787938	37.22742069018146	37.205513436731884	37.17845510146767	37.15583112199447	37.14489805762611	37.13520169631029	37.12461645187004	37.104036088809316	37.091202224736506	37.07659218414181	37.04476100734751	37.049823440217935	37.03000145968861	37.02317911608512	37.00827132829643	36.97943507055608	36.94845403297252	36.914731454900384	36.89036877415575	36.867621431287546	36.84213990101321	36.8124262462081	36.70502870763659	36.719135402279996	36.728464157591596	36.68585990841141	36.674693687178866	36.67294266192837	36.635477387957884	36.62927888744177	36.60657935571044	36.58983813908051	36.56751403866178	36.51050531011497	36.412007678887385	36.40214739253501	33.74171701836951
